Identifier	Participant ID	count	Age.Band	Gender	keep	Expected Kinterm	Compositional Analysis	Which term was provided?	Reciprocal relationship	Task	correct_comp	correct_prod	correct	Referent_ID	Term	Task2	Kin.distance	Genealogical.distance	Half.sibling.merger	Same.sex.sibling.merger	Step.kin.merger	Task_name	Task_name2	Task_name3	Same-sex Sib Merger
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 4	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kangkurl	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	mangka	2	*	NA	1	FALSE	FALSE	FALSE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	munak 1	1 + 2S+2H	*	NA	1	FALSE	FALSE	FALSE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	pugarli	3 + 2S	*	NA	1	FALSE	FALSE	FALSE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	pipi 1	2	*	NA	1	FALSE	FALSE	FALSE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kaka 1	2	*	NA	1	FALSE	FALSE	FALSE	Referent 12	MB	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	thamuny 1M	2	*	NA	1	TRUE	TRUE	TRUE	Referent 14	MF	1	2	2	0	0	0	comprehension	apposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 15	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 16	MMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	nangkun	5	*	NA	1	TRUE	TRUE	TRUE	Referent 17	MMBDS	1	5	5	0	0	0	comprehension	apposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kaka 1 by marriage	2 + 1M	*	NA	1	TRUE	TRUE	TRUE	Referent 18	FZH > MB	1	2	3	0	0	1	comprehension	apposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	ngathan 2	5	*	NA	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	yile 1	1 + 2S+1H	*	NA	2	NA	FALSE	FALSE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	yile 2	4	*	NA	2	NA	FALSE	FALSE	Referent 21	MMBS	2	4	4	0	0	0	production	inapposite	production	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kale 1 by marriage	1 + 1S+1M	*	NA	2	NA	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	pugarli	3	*	1	2	NA	FALSE	FALSE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	pipi 1	2 + 1S+1H	*	NA	2	NA	FALSE	FALSE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	ngathan 1	1	mumak	NA	3	NA	FALSE	FALSE	Referent 98	B	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	wakal/newuy	2	pipi	NA	3	NA	FALSE	FALSE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	wakal/muluk	1 + 2S+1H+1M	*	NA	3	NA	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kawu wDS	2 + 1S	*	1	3	NA	FALSE	FALSE	Referent 27	MMZ > MM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	wakal/muluk	1 + 2S+1H	*	NA	3	NA	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 1	FBS > FS > B	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	yile 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 2	F	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 22	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 4	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	munak 1	1 + 1S +1H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	mangka	2	maka	NA	1	TRUE	TRUE	TRUE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	munak 1	1 + 2S+2H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	pugarli	3 + 2S	*	NA	1	TRUE	TRUE	TRUE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kaka 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kaka 1	2	kaka	NA	1	TRUE	TRUE	TRUE	Referent 99	MB	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	thamuny 2M by marriage	3 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 100	FFZH > FMB	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 101	MMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	pipi 1 by marriage	2 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 102	MBW > FZ	1	2	3	0	0	1	comprehension	apposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kaka 1	2 + 2S	kaka	NA	1	TRUE	TRUE	TRUE	Referent 103	MMZS > MMS > MB	1	2	4	1	1	0	comprehension	inapposite	comprehension	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kaka 1 by marriage	2 + 1M	*	NA	1	TRUE	TRUE	TRUE	Referent 18	FZH > MB	1	2	3	0	0	1	comprehension	apposite	comprehension	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	ngathan 2	5	*	NA	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	yile 1	1 + 2S+1H	*	NA	2	NA	FALSE	FALSE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	yile 2	4	*	NA	2	NA	FALSE	FALSE	Referent 104	MMBS	2	4	4	0	0	0	production	inapposite	production	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	kale 1 by marriage	1 + 1S + 1M	mama	NA	2	NA	TRUE	TRUE	Referent 3	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	pugarli	3	pugarli	1	2	NA	TRUE	TRUE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	pipi 1	2 + 1S+1H	*	NA	2	NA	FALSE	FALSE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	munak 1	1	ngathan	NA	3	NA	FALSE	FALSE	Referent 1	FBS > FS > B	3	2	3	1	0	0	altercentricity	inapposite	altercentric production	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	wakal/newuy	2	pipi	NA	3	NA	FALSE	FALSE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	wakal/newuy	1 + 2S+1H+1M	gidarr	NA	3	FALSE	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	mangka	1 + 1S	maka	1	3	NA	TRUE	TRUE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 25	Participant 16	16	A 5_7;9	F	TRUE	wakal/newuy	1 + 2S+1H	dedi	NA	3	NA	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	ngathan 1	1 + 2S+2H	*	NA	1	TRUE	TRUE	TRUE	Referent 9	MMZDS > MMDS > MZS> MS > B	1	1	5	2	2	0	comprehension	apposite	comprehension	2
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kale 1	1 + 2S+1H	*	NA	1	TRUE	TRUE	TRUE	Referent 89	MMZD > MMD > MZ > M	1	1	4	1	2	0	comprehension	apposite	comprehension	2
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	munak 1	1 + 2S	*	NA	1	FALSE	FALSE	FALSE	Referent 11	MZD > MD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	yile 1 by marriage	1 + 1S + 1M	*	NA	1	TRUE	TRUE	TRUE	Referent 105	MZH > MH > F	1	1	3	0	1	1	comprehension	apposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	thamuny 1M	2 + 1S	*	NA	1	FALSE	FALSE	FALSE	Referent 6	MFB > MF	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kawu F	2 + 1S	kawu	NA	1	TRUE	TRUE	TRUE	Referent 7	MMZ > MM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	pugarli	3	*	NA	1	FALSE	FALSE	FALSE	Referent 95	MBD	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kale 1 by marriage	1 + 1S + 1M	mama mutjing ngay	NA	1	TRUE	TRUE	TRUE	Referent 66	FBW > FW > M	1	1	3	0	1	1	comprehension	inapposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kaka 1	2	kaka	NA	1	TRUE	TRUE	TRUE	Referent 106	MB	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	thamuny 1F	3	tebala	NA	1	FALSE	FALSE	FALSE	Referent 107	MFZ	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kaka 1	2 + 2S	kaka	NA	1	TRUE	TRUE	TRUE	Referent 78	MMZS > MMS > MB	1	2	4	1	1	0	comprehension	inapposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	mangka	2 + 1S	*	NA	1	FALSE	FALSE	FALSE	Referent 108	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	yile 2, nginarr	4	*	NA	1	FALSE	FALSE	FALSE	Referent 109	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	pipi 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 91	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 110	MFZD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	thamuny 1M	2	*	NA	1	TRUE	TRUE	TRUE	Referent 88	MF	1	2	2	0	0	0	comprehension	apposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	purrima	5	*	NA	1	FALSE	FALSE	FALSE	Referent 111	MMBDD	1	5	5	0	0	0	comprehension	apposite	comprehension	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	ngathan 2	5	ngathan	NA	2	NA	TRUE	TRUE	Referent 1	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	thamuny 2	3	thamuny	1	2	NA	TRUE	TRUE	Referent 100	FMB	2	3	3	0	0	0	production	inapposite	production	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	nangkun	5	*	NA	2	NA	FALSE	FALSE	Referent 112	MMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kale 1	1 + 2S+1H	mama	NA	2	NA	TRUE	TRUE	Referent 113	MMZD > MMD > MZ > M	2	1	4	1	2	0	production	inapposite	production	2
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	pipi 1 by marriage	2 + 1M	kale	NA	2	NA	FALSE	FALSE	Referent 114	MBW > FZ	2	2	3	0	0	1	production	inapposite	production	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	pipi 1	2 + 1S+1H	*	NA	2	NA	FALSE	FALSE	Referent 110	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	ngathan 1	1 + 2S+2H	*	NA	3	NA	FALSE	FALSE	Referent 115	MMZDS > MMDS > MZS> MS > B	3	1	5	2	2	0	altercentricity	inapposite	altercentric production	2
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	wakal/newuy	1	mama	NA	3	NA	FALSE	FALSE	Referent 116	M	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	wakal/newuy	2	kaka	NA	3	NA	FALSE	FALSE	Referent 93	MB	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	kawu	2 + 1S	kawu	1	3	NA	TRUE	TRUE	Referent 27	MMZ > MM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 7	Participant 17	17	A 5_7;9	F	TRUE	wakal/newuy	2 + 2S	kaka	NA	3	NA	FALSE	FALSE	Referent 117	MMZS > MMS > MB	3	2	4	1	1	0	altercentricity	inapposite	altercentric production	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 118	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 114	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	munak 1	1 + 1S +1H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	mangka	2	maka	NA	1	TRUE	TRUE	TRUE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	munak 1	1 + 2S+2H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	pugarli	3 + 2S	pugarli	NA	1	TRUE	TRUE	TRUE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	kaka 2	4	nginarr	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	thamuny 1F	3	thamuny	NA	1	TRUE	TRUE	TRUE	Referent 119	MFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	thamuny 1M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 120	MFB > MF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 121	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	kangkurl	3 + 1M	nginarr	NA	1	TRUE	TRUE	TRUE	Referent 48	FMBW > FFZ	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	yile 2 nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 59	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	thamuny 2	3 + 1M	muluk pule	NA	1	TRUE	TRUE	TRUE	Referent 100	FFZH > FMB	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	munak 2	5	pugarli	NA	1	TRUE	TRUE	TRUE	Referent 111	FMBDD	1	5	5	0	0	0	comprehension	inapposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	thamuny 2	3	*	NA	1	TRUE	TRUE	TRUE	Referent 122	FMB	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	ngathan 2	5	paba	NA	2	NA	TRUE	TRUE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	NA	TRUE	TRUE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	kaka 1 by marriage	2 + 1M	kaka	NA	2	NA	TRUE	TRUE	Referent 105	FZH > MB	2	2	3	0	0	1	production	inapposite	production	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	kale 1 by marriage	1 + 1S+1M	nginarr	NA	2	NA	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	pugarli	3	pugarli	NA	2	NA	TRUE	TRUE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	pipi 1	2 + 1S+1H	pipi	NA	2	NA	TRUE	TRUE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	munak 1	1	mumak	NA	3	NA	TRUE	TRUE	Referent 123	B	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	wakal/newuy	2	wakal	NA	3	NA	TRUE	TRUE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	wakal/newuy	2 + 1M	kawu mumak	NA	3	NA	FALSE	FALSE	Referent 18	FZH > MB	3	2	3	0	0	1	altercentricity	inapposite	altercentric production	0
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	wakal/newuy	1 + 2S+1H+1M	wakal	NA	3	NA	TRUE	TRUE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	mangka	2 + 1S	mangka	1	3	NA	TRUE	TRUE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 27	Participant 18	18	D 13;4_16	F	TRUE	wakal/newuy	1 + 2S+1H	wakal	NA	3	NA	TRUE	TRUE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 118	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 114	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	munak 1	1 + 1S +1H	munak	NA	1	TRUE	TRUE	TRUE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	mangka	2	mangka	NA	1	TRUE	TRUE	TRUE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	munak 1	1 + 2S+2H	munak	NA	1	TRUE	TRUE	TRUE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	pugarli	3 + 2S	kaski	NA	1	TRUE	TRUE	TRUE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	kaka 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	thamuny 1F	3	thamuny	NA	1	TRUE	TRUE	TRUE	Referent 119	MFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	thamuny 1M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 120	MFB > MF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	pipi 2	4	mama	NA	1	TRUE	TRUE	TRUE	Referent 121	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	kangkurl	3 + 1M	*	NA	1	TRUE	TRUE	TRUE	Referent 48	FMBW > FFZ	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
